Created_at	Tweet_text	Screen_name	RT																																																																																																																																																						
Sun Feb 18 19:41:03 +0000 2018	"The world is rapidly changing thanks to digital technologies. Join @Ronald_vanLoon to discover more about the Intel\u2026 https:\/\/t.co\/4aICHm6jmE,""display_text_range"""	Ronald van Loon	#VALUE!																																																																																																																																																						
Sun Feb 18 19:41:03 +0000 2018	"RT @rajat_shrimal: This autonomous selfie drone has 13 cameras\n\n#Robotics #AI #ArtificialIntelligence #Drones #Tech #IoT #Fintech #Industry\u2026,""source"""	ZekaConsulting	rajat_shrimal:																																																																																																																																																						
Sun Feb 18 19:41:09 +0000 2018	"RT @iMariaJohnsen: Build #intelligent #chatbots \ud83e\udd13\ud83d\udc46\n\n#chatbot #facebook #messengerbot #AI #ArtificialIntelligence #bots #twitter #telephonec\u2026,""source"""	ZekaConsulting	iMariaJohnsen:																																																																																																																																																						
Sun Feb 18 19:41:11 +0000 2018	"RT @jblefevre60: Gartner Top 10 Strategic Technology Trends 2018\n#AI #IoT #fintech #blockchain\n\n@evankirstel @ipfconline1 @JimMarous @Spiro\u2026,""source"""	africa_active	jblefevre60:																																																																																																																																																						
Sun Feb 18 19:41:14 +0000 2018	"RT @MorganeBravo: \ud83d\udd34\u00a0Oublie IQ. L' #intelligencenum\u00e9rique sera ce qui compte dans l'avenir \ud83d\udc49\nhttps:\/\/t.co\/hqIiNxhpj6 #digital #IA #AI #UE #N\u2026,""source"""	MorganeBravo	MorganeBravo:																																																																																																																																																						
Sun Feb 18 19:41:15 +0000 2018	"RT @omeroymak: Reshape your organization through #digitaltransformation \n\n#AI #IoT #3dprinting #MachineLearning #bitcoin #Blockchain #Ether\u2026,""source"""	ZekaConsulting	omeroymak:																																																																																																																																																						
Sun Feb 18 19:41:15 +0000 2018	"How #AI Changed Customer Service in the IT industry https:\/\/t.co\/Mii22MTa2P,""source"""	AndreKiehne	#VALUE!																																																																																																																																																						
Sun Feb 18 19:41:15 +0000 2018	"RT @ExpoDX: How to Achieve Digital Transformation (DX) https:\/\/t.co\/C2ef1d2Ty1\n\n@Schmarzo #AI #BI #IoT #IIoT #SmartCities #BigData #DataLak\u2026,""source"""	ExpoDX	ExpoDX:																																																																																																																																																						
Sun Feb 18 19:41:15 +0000 2018	"RT @GaryDower: We identified 30 startups with the potential to change the world for the better to feature in 2018's Game Changers cohort. h\u2026,""source"""	imworksofficial	GaryDower:																																																																																																																																																						
Sun Feb 18 19:41:18 +0000 2018	"RT @evankirstel: Ransomware Still Rising https:\/\/t.co\/NNQJQsZXyo #IoT #IIoT #AI #ML #DL #InternetOfThings #MachineLearning #DeepLearning #B\u2026,""source"""	jpfrioul	evankirstel:																																																																																																																																																						
Sun Feb 18 19:41:19 +0000 2018	"RT @MikeQuindazzi: What's hot in #Wearables? In addition to #fitness, 82% of parents want to track their child\u2019s #health, #safety, #geoloca\u2026,""source"""	ZekaConsulting	MikeQuindazzi:																																																																																																																																																						
Sun Feb 18 19:41:20 +0000 2018	"RT @Ronald_vanLoon: The world is rapidly changing thanks to digital technologies. Join @Ronald_vanLoon to discover more about the Intellige\u2026,""source"""	jurylady5	Ronald_vanLoon:																																																																																																																																																						
Sun Feb 18 19:41:23 +0000 2018	"RT @IainLJBrown: Slowly, but surely, #AI use is rising across industries https:\/\/t.co\/YemgTMGdWQ https:\/\/t.co\/cEHY0b4g4A #MachineLearning #\u2026,""source"""	OliviaNikodem	IainLJBrown:																																																																																																																																																						
Sun Feb 18 19:41:26 +0000 2018	"RT @I_m_ranjeet: How Will #BigData Impact Effective #LeadGeneration for better Conversions? Visit ? https:\/\/t.co\/nRdS71hgaW  #AI #Hadoop #D\u2026,""source"""	SolidRecs	I_m_ranjeet:																																																																																																																																																						
Sun Feb 18 19:41:29 +0000 2018	"The latest The Amazon Redshift Daily! https:\/\/t.co\/tFnGCUyXkS Thanks to @IT9_MiKE #bigdata #ai,""source"""	Bigdatadimenson	#VALUE!																																																																																																																																																						
Sun Feb 18 19:41:32 +0000 2018	"RT @IS_GEOCommunity: Need to link data and ontologies? Try out model component metadata app from #earthsystemsbridge @earthcube @HelpfulTan\u2026,""source"""	wv2017	IS_GEOCommunity:																																																																																																																																																						
Sun Feb 18 19:41:33 +0000 2018	"RT @ahmedjr_16: 21 Best #DataScience Courses to Become a #DataScientist \n\nhttps:\/\/t.co\/MqP4EYtLZe\n\n#AI #ArtificialIntelligence #BI  #Machin\u2026,""source"""	armchairathlet	ahmedjr_16:																																																																																																																																																						
Sun Feb 18 19:41:40 +0000 2018	".@RealChainFund Uses #AI Image Recognition #Technology To Build Trusted #Data Centers For High-End Consumer Goods\u2026 https:\/\/t.co\/sbY0INGx1u,""display_text_range"""	Tech Company News	#VALUE!																																																																																																																																																						
Sun Feb 18 19:41:41 +0000 2018	"RT @AitheonOfficial: Andrew and Ryan photoed with @SebastianThrun, founder of Udacity and renowned for his contributions to the innovation\u2026,""source"""	mans0386	AitheonOfficial:																																																																																																																																																						
Sun Feb 18 19:41:44 +0000 2018	"#AI #CollectiveIntelligence #Sensemaking #ComplexProblemSolving https:\/\/t.co\/Q904IPxTSA,""display_text_range"""	Jack Park	#VALUE!																																																																																																																																																						
Sun Feb 18 19:41:50 +0000 2018	"RT @MikeQuindazzi: Next in #agritech? #Robotics researchers are pioneering #robots for #farming and #driverless tractors. #AI #ArtificialIn\u2026,""source"""	FutureCite	MikeQuindazzi:																																																																																																																																																						
Sun Feb 18 19:41:53 +0000 2018	"RT @Crypticsup: Bitcoin Doomed to Plunge to $900\n\nhttps:\/\/t.co\/Nz3rIQikBj\n\n#Blockchain #AI #Cryptics #ICO #Crowdsale #Bitcoin #Token #Token\u2026,""source"""	expectantsplatt	Crypticsup:																																																																																																																																																						
Sun Feb 18 19:41:54 +0000 2018	"RT @theaiguys: The AI Revolution Is Remaking Every Business in Every Industry - https:\/\/t.co\/Wv6zsw7xaP  #ai, #artificialintelligence, #mac\u2026,""source"""	Tsundu_Mak	theaiguys:																																																																																																																																																						
Sun Feb 18 19:41:56 +0000 2018	"Five tech jobs that #AI and #automation will make radically more efficient https:\/\/t.co\/9aXeMqwlEy,""source"""	AndreKiehne	#VALUE!																																																																																																																																																						
Sun Feb 18 19:41:58 +0000 2018	"RT @Ananna16: 17 Best #IT #Training &amp; #Certification Courses\n\nhttps:\/\/t.co\/As9UBJT9sT\n\n#AI #Analytics #IoT #IIoT #Amazon #AWS #tech #CCNA #\u2026,""source"""	armchairathlet	Ananna16:																																																																																																																																																						
Sun Feb 18 19:42:00 +0000 2018	"Creating Artificial Consciousness - Ryota Kanai  https:\/\/t.co\/A8sbW3u2F0 #ITRTG #scicomm #datascience #AI #singularity #scifi,""source"""	JoabeGomes7	#VALUE!																																																																																																																																																						
Sun Feb 18 19:42:01 +0000 2018	"RT @IainLJBrown: 3 Common Inaccuracies About NVIDIA's #Cryptocurrency and Artificial Intelligence Businesses https:\/\/t.co\/k8urrmQrVr https:\u2026,""source"""	EdgarTodd10	IainLJBrown:																																																																																																																																																						
Sun Feb 18 19:42:01 +0000 2018	"RT @NicolaCalder7: How to prepare for the future if you are a #Radiologist? 1) acknowledge the Future 2) change your mindset. Likewise #pat\u2026,""source"""	DNAed_tech	NicolaCalder7:																																																																																																																																																						
Sun Feb 18 19:42:07 +0000 2018	"Sameer Dhanrajani Writes New Book On Executing AI, Analytics Strategies https:\/\/t.co\/R90itCmKHc #ai,""source"""	gotbot	#VALUE!																																																																																																																																																						
Sun Feb 18 19:42:08 +0000 2018	"3 Common Inaccuracies About NVIDIA's Cryptocurrency and Artificial Intelligence Businesses https:\/\/t.co\/87fLDejRTK #ai,""source"""	gotbot	#VALUE!																																																																																																																																																						
Sun Feb 18 19:42:08 +0000 2018	"Digital transformation challenges for Canadian businesses https:\/\/t.co\/nsT9yUGyoj #ai,""source"""	gotbot	#VALUE!																																																																																																																																																						
Sun Feb 18 19:42:09 +0000 2018	"Digital transformation requires a fundamental shift in leadership https:\/\/t.co\/JucTezIIOa #ai,""source"""	gotbot	#VALUE!																																																																																																																																																						
Sun Feb 18 19:42:09 +0000 2018	"How to Create a Mind: The Secret of Human Thought Revealed https:\/\/t.co\/x2xt6jpixI #AI #ArtificialIntelligence,""source"""	tunguz	#VALUE!																																																																																																																																																						
Sun Feb 18 19:42:09 +0000 2018	"Taking advantage of deep technologies https:\/\/t.co\/ciqKNrvUxs #ai,""source"""	gotbot	#VALUE!																																																																																																																																																						
Sun Feb 18 19:42:09 +0000 2018	"RT @TechCompanyNews: .@RealChainFund Uses #AI Image Recognition #Technology To Build Trusted #Data Centers For High-End Consumer Goods http\u2026,""source"""	mabelin1994	TechCompanyNews:																																																																																																																																																						
Sun Feb 18 19:42:10 +0000 2018	"Artificial intelligence poses questions for nature of war: Mattis https:\/\/t.co\/frWXQJ2fFw #ai,""source"""	gotbot	#VALUE!																																																																																																																																																						
Sun Feb 18 19:42:10 +0000 2018	"that is really something worth of considering https:\/\/t.co\/P2htYsjKk7,""display_text_range"""	Ivan Hasko	#VALUE!																																																																																																																																																						
Sun Feb 18 19:42:10 +0000 2018	"RT @erichorvitz: Looking forward to joining Peter Norvig and @ylecun and interested folks on this AMA later today. @AAASmeetings @aaas http\u2026,""source"""	IgorCarron	erichorvitz:																																																																																																																																																						
Sun Feb 18 19:42:11 +0000 2018	"RT @reinforcelabtwt: 8 Best SQL Courses Online To Advance Your #Career \n\nhttps:\/\/t.co\/XohqPOgiUx \n\n#AI #DataScience #DataScientist #BI #IoT\u2026,""source"""	armchairathlet	reinforcelabtwt:																																																																																																																																																						
Sun Feb 18 19:42:11 +0000 2018	"RT @MikeQuindazzi: Impact of #selfdrivingcars? Much like the #smartphone, these #connectedcars will add billions of hours #media screen tim\u2026,""source"""	ELCavalos	MikeQuindazzi:																																																																																																																																																						
Sun Feb 18 19:42:14 +0000 2018	"RT @rajat_shrimal: What is #Blockchain.\n\n#Fintech #Finserv #Banking\n#cryptocurrency #BitCoin #tech\n#Industry40 #smartcontracts\n#DLT #AI #te\u2026,""source"""	MichealEmeche	rajat_shrimal:																																																																																																																																																						
Sun Feb 18 19:42:16 +0000 2018	"RT @appliedAIbook: All the matrix #calculus you need for #deeplearning has been conveniently packaged &amp; clarified for you by @jeremyphoward\u2026,""source"""	oskarsyahbana	appliedAIbook:																																																																																																																																																						
Sun Feb 18 19:42:17 +0000 2018	"RT @KirkDBorne: #DeepLearning Tutorial -- from Perceptrons to #MachineLearning #Algorithms: https:\/\/t.co\/AkIUUScXTb via @toptal\n#AI #Neural\u2026,""source"""	joseFreedomVE	KirkDBorne:																																																																																																																																																						
Sun Feb 18 19:42:18 +0000 2018	"RT @KirkDBorne: #DeepLearning Tutorial -- from Perceptrons to #MachineLearning #Algorithms: https:\/\/t.co\/AkIUUScXTb via @toptal\n#AI #Neural\u2026,""source"""	fernandocuenca	KirkDBorne:																																																																																																																																																						
Sun Feb 18 19:42:20 +0000 2018	"What can #AI learn from non-Western philosophies? https:\/\/t.co\/AddyPe7xEj\nBy looking at how non-Western value syste\u2026 https:\/\/t.co\/siF4yoOQKv,""source"""	sardire	#VALUE!																																																																																																																																																						
Sun Feb 18 19:42:25 +0000 2018	"RT @Jadirectivestwt: Make a Better #Career With These 17 Best #IT #Training &amp; #Certification Courses\n\nhttps:\/\/t.co\/IUahIdpXWW\n\n#AI #Analyti\u2026,""source"""	armchairathlet	Jadirectivestwt:																																																																																																																																																						
Sun Feb 18 19:42:29 +0000 2018	"RT @ileadgen: 7 Best #MobileApps #Development Courses for Beginners \n\nhttps:\/\/t.co\/Y1uprA7vZO  \n\n#AppDev #appdesign #mobile #MobileApp #BI\u2026,""source"""	armchairathlet	ileadgen:																																																																																																																																																						
Sun Feb 18 19:42:31 +0000 2018	"RT @IainLJBrown: Artificial intelligence for social good: How Mumbai University's Wadhwani Institute for #AI aims to improve ... - Firstpos\u2026,""source"""	FabienBrodie	IainLJBrown:																																																																																																																																																						
Sun Feb 18 19:42:33 +0000 2018	"RT @jblefevre60: Gartner Top 10 Strategic Technology Trends 2018\n#AI #IoT #fintech #blockchain\n\n@evankirstel @ipfconline1 @JimMarous @Spiro\u2026,""source"""	ELCavalos	jblefevre60:																																																																																																																																																						
Sun Feb 18 19:42:33 +0000 2018	"#ai https:\/\/t.co\/VFJ8DHRudR,""source"""	tech_speaks	#VALUE!																																																																																																																																																						
Sun Feb 18 19:42:38 +0000 2018	"RT @andi_staub: Human First\n\nForget coding, we need to teach our kids how to dream\n\n#fintech #insurtech #AI #WeekendRead\n@guzmand @psb_dc @\u2026,""source"""	SYLEmotivates	andi_staub:																																																																																																																																																						
Sun Feb 18 19:42:38 +0000 2018	"RT @reinforcelabtwt: 8 Best SQL Courses Online To Advance Your #Career \n\nhttps:\/\/t.co\/XohqPOgiUx \n\n#AI #DataScience #DataScientist #BI #IoT\u2026,""source"""	python_rt_bot	reinforcelabtwt:																																																																																																																																																						
Sun Feb 18 19:42:38 +0000 2018	"RT @reinforcelabtwt: 7 Best Analytics &amp; Automation Courses Online For #Business \n\nhttps:\/\/t.co\/fLo6TNJis9 \n\n#AI #DataScientist #DataScience\u2026,""source"""	armchairathlet	reinforcelabtwt:																																																																																																																																																						
Sun Feb 18 19:42:41 +0000 2018	"RT @Ronald_vanLoon: The Enterprise #Blockchain apps by Sector [#INFOGRAPHICS]\nvia @JacBurns_Comext @jblefevre60 @DeepLearn007 @ipfconline1\u2026,""source"""	MichealEmeche	Ronald_vanLoon:																																																																																																																																																						
Sun Feb 18 19:42:49 +0000 2018	"RT @Jadirectivestwt: Have a Look at These 21 Best #DataScience Courses to Become a #DataScientist \n\nhttps:\/\/t.co\/PDYr0q3zq3 \n\n#AI #Artifici\u2026,""source"""	armchairathlet	Jadirectivestwt:																																																																																																																																																						
Sun Feb 18 19:42:50 +0000 2018	"RT @psb_dc: \Technology is neither good nor bad; nor is it neutral.\"" \nThe future is up to us.\n\nRT @pierrepinna @bdtechtalks \n#techforgood #\u2026"",""source"""	ELCavalos	psb_dc:																																																																																																																																																						
Sun Feb 18 19:42:50 +0000 2018	"RT @LynnKesterson: Companies are merging #cloud with technologies such as #AI and #blockchain to create innovative solutions &amp; services. Ne\u2026,""source"""	MichealEmeche	LynnKesterson:																																																																																																																																																						
Sun Feb 18 19:42:51 +0000 2018	"\ud83d\udcc8 SELL 8.1 $BTC.X $BTCUSD on 2018-02-18T19:42:51.008Z at $87,865.72 USD, PROFIT $893.4 USD, BUY on 2018-02-18T19:23\u2026 https:\/\/t.co\/jyO6cuhFpz,""display_text_range"""	QuantumX	#VALUE!																																																																																																																																																						
Sun Feb 18 19:42:56 +0000 2018	"The latest EmilyF's Weekly Rag! https:\/\/t.co\/yuUaLnYnDT Thanks to @WarnerCrocker @MicrosoftEDU @claylaugier #mvpbuzz #ai,""source"""	EmilyF	#VALUE!																																																																																																																																																						
Sun Feb 18 19:42:57 +0000 2018	"Up to \data\"" with #CortanaIntelligence! https"	Marian Dragt	#VALUE!																																																																																																																																																						
Sun Feb 18 19:42:57 +0000 2018	"#YZT https:\/\/t.co\/twI2ngEEJ6,""display_text_range"""	Pavel Novak	#VALUE!																																																																																																																																																						
Sun Feb 18 19:42:59 +0000 2018	"RT @EngBigData: What is #ArtificialIntelligence Exactly? \n#AI #ML #DL #DataMining #Algorithms #NLP #BigData\nhttps:\/\/t.co\/YuiRt4PvGC  https:\u2026,""source"""	maria__hanks	EngBigData:																																																																																																																																																						
Sun Feb 18 19:42:59 +0000 2018	"RT @joytrek: There are 3 #ux #jobs open where I work (a fun #AI #startup studio keen on diversity and balance). Two are in #SanFrancisco an\u2026,""source"""	pbays_digital	joytrek:																																																																																																																																																						
Sun Feb 18 19:43:01 +0000 2018	"RT @VectorZilla: Feature #09\/09 | Blockchain-based Marketplace\n\n#Blockchain #AI #TokenSale #VZT #Bitcoin #Ethereum #VectorZillaICO #VectorZ\u2026,""source"""	pavelnovak35	VectorZilla:																																																																																																																																																						
Sun Feb 18 19:43:02 +0000 2018	"How #AI is Shaping Enterprise Development https:\/\/t.co\/CVu98aSqCO - via @CSSCorp https:\/\/t.co\/M7cyi2hNRJ,""display_text_range"""	Likely.ai	#VALUE!																																																																																																																																																						
Sun Feb 18 19:43:07 +0000 2018	"RT @IainLJBrown: 3 Common Inaccuracies About NVIDIA's #Cryptocurrency and Artificial Intelligence Businesses https:\/\/t.co\/k8urrmQrVr https:\u2026,""source"""	ParisMahavira	IainLJBrown:																																																																																																																																																						
Sun Feb 18 19:43:07 +0000 2018	"#AI #poem #creative\nElu beckons\nand monoclonius baffles\nTartarus sings a melancholy strain\n\Crunchyroll, where is my obst?\"""",""source"""	v0lt8ir	#VALUE!																																																																																																																																																						
Sun Feb 18 19:43:08 +0000 2018	"#RT @Analytics_Edge: [slides] Technical Strategy for IIoT | @ThingsExpo #IoT #IIoT #M2M #AI #DX\u2026 https:\/\/t.co\/eQyrS2Vxqr,""source"""	Data_MSci	Analytics_Edge:																																																																																																																																																						
Sun Feb 18 19:43:08 +0000 2018	"RT @Doctor_Freight: Impact of the fourth industrial revolution on supply chains!! https:\/\/t.co\/N55HODkCwo,""source"""	cwphxam	Doctor_Freight:																																																																																																																																																						
Sun Feb 18 19:43:08 +0000 2018	"RT @ahmedjr_16: How These 29 Best #DataAnalytics Courses Can Help #Business Professionals\n\nhttps:\/\/t.co\/ckIs0c9k9p\n\n#DataScience #DataScien\u2026,""source"""	armchairathlet	ahmedjr_16:																																																																																																																																																						
Sun Feb 18 19:43:08 +0000 2018	"#RT @Analytics_Edge: #RT @MktgSciences: Banking\u2019s Strategic Roadmap: Priorities and Investments for The Year Ahead\u2026 https:\/\/t.co\/80iQD8QSLq,""source"""	Data_MSci	Analytics_Edge:																																																																																																																																																						
Sun Feb 18 19:43:16 +0000 2018	"RT @evankirstel: Ransomware Still Rising https:\/\/t.co\/NNQJQsZXyo #IoT #IIoT #AI #ML #DL #InternetOfThings #MachineLearning #DeepLearning #B\u2026,""source"""	EdKwedar	evankirstel:																																																																																																																																																						
Sun Feb 18 19:43:18 +0000 2018	"RT @Crypticsup: No Aliens Thanks to Miners\n\nhttps:\/\/t.co\/UpB8hv97T7\n\n#Blockchain #AI #Cryptics #ICO #Crowdsale #Bitcoin #Token #TokenSale #\u2026,""source"""	expectantsplatt	Crypticsup:																																																																																																																																																						
Sun Feb 18 19:43:20 +0000 2018	"Artificial intelligence (#AI) is getting lots of attention from press and investors. Here are 9 facts you need to k\u2026 https:\/\/t.co\/bhoXcuB70v,""source"""	SkylarkApp	#VALUE!																																																																																																																																																						
Sun Feb 18 19:43:20 +0000 2018	RT Ronald_vanLoon \The world is rapidly changing thanks to digital technologies. Join Ronald_vanLoon to discover mo\u2026 https	Ywan van Loon	#VALUE!																																																																																																																																																						
Sun Feb 18 19:43:31 +0000 2018	"RT @Ronald_vanLoon: #Robots could soon be making your salad \nvia @mashable |\n\n#Robotics #Technology #FoodTech #Fintech #IoT #InternetOfThin\u2026,""source"""	marketingonblog	Ronald_vanLoon:																																																																																																																																																						
Sun Feb 18 19:43:32 +0000 2018	"RT @Data_MSci: #RT @Analytics_Edge: [slides] Technical Strategy for IIoT | @ThingsExpo #IoT #IIoT #M2M #AI #DX https:\/\/t.co\/6E5GZdWSSk by #\u2026,""source"""	Calcaware	Data_MSci:																																																																																																																																																						
Sun Feb 18 19:43:32 +0000 2018	"RT @Data_MSci: #RT @Analytics_Edge: #RT @MktgSciences: Banking\u2019s Strategic Roadmap: Priorities and Investments for The Year Ahead\n\nhttps:\/\/\u2026,""source"""	Calcaware	Data_MSci:																																																																																																																																																						
Sun Feb 18 19:43:37 +0000 2018	"RT @DeepLearn007: The Data Science Puzzle, Explained\nImage Source: @kdnuggets \n#AI #MachineLearning #DeepLearning #BigData #ML #DL #DataSci\u2026,""source"""	MariaChoucair	DeepLearn007:																																																																																																																																																						
Sun Feb 18 19:43:41 +0000 2018	"The latest Microsoft News! https:\/\/t.co\/l68po25FTn Thanks to @Cryptos_Alert @DevonFury @jamie_maguire1 #microsoft #ai,""source"""	cvwonline	#VALUE!																																																																																																																																																						
Sun Feb 18 19:43:42 +0000 2018	"RT @brienthess: #AI will be the most oppressive invention in human history if it isn't carefully guided.\n\nThere will be nowhere to hide.,""source"""	brienthess	brienthess:																																																																																																																																																						
Sun Feb 18 19:43:43 +0000 2018	"The Economist | Peering into the black box #AI #robots @career https:\/\/t.co\/PRJjCgV9CF,""source"""	chartcareernow	#VALUE!																																																																																																																																																						
Sun Feb 18 19:43:43 +0000 2018	"RT @daneelproject: A short article presenting the progress of our ICO during the first week. New things coming soon! \ud83d\udcaa#Daneel #AI #ICO #cry\u2026,""source"""	Udara71144370	daneelproject:																																																																																																																																																						
Sun Feb 18 19:43:50 +0000 2018	"RT @Maperez324: La inteligencia artificial. Juan Ram\u00f3n de la Fuente. https:\/\/t.co\/XP3E6RHDPI #AI #UNAM,""source"""	ConJRdeLaFuente	Maperez324:																																																																																																																																																						
Sun Feb 18 19:43:51 +0000 2018	"RT @Data_MSci: #RT @Analytics_Edge: [slides] Technical Strategy for IIoT | @ThingsExpo #IoT #IIoT #M2M #AI #DX https:\/\/t.co\/6E5GZdWSSk by #\u2026,""source"""	sectest9	Data_MSci:																																																																																																																																																						
Sun Feb 18 19:43:55 +0000 2018	"RT @IainLJBrown: Make \u2018Artificial Intelligence\u2019 work for India: PM Narendra Modi https:\/\/t.co\/3RMHYGbE1P #MachineLearning #AI #ML #Robotics\u2026,""source"""	Tsundu_Mak	IainLJBrown:																																																																																																																																																						
Sun Feb 18 19:43:59 +0000 2018	"RT @CyrusHodes: Brilliant talk by @danfaggella You nailed it brother! @johnchavens @hksfuture @n_miailhe please check it out and disseminat\u2026,""source"""	hksfuture	CyrusHodes:																																																																																																																																																						
Sun Feb 18 19:44:00 +0000 2018	"RT @MFisher_: What is the #insurance #business model? #Insurtech #Fintech #AI #CX Via @Fisher85M https:\/\/t.co\/32k5svVvEL (via @GrowUrStartu\u2026,""source"""	GrowUrStartup	MFisher_:																																																																																																																																																						
Sun Feb 18 19:44:05 +0000 2018	"RT @pierrepinna: This Quantum Algorithm Could Help Artificial Intelligence Think Faster\n\n\ud83d\udc49In the future, it could help crunch numbers on pr\u2026,""source"""	ELCavalos	pierrepinna:																																																																																																																																																						
Sun Feb 18 19:44:14 +0000 2018	"Watch the latest updates on #Technology straight from one of the Top Influencers, @Ronald_vanLoon.\n\nWatch and Subsc\u2026 https:\/\/t.co\/tLTd8rhwV7,""display_text_range"""	Ronald van Loon	#VALUE!																																																																																																																																																						
Sun Feb 18 19:44:16 +0000 2018	"RT @Ronald_vanLoon: Watch the latest updates on #Technology straight from one of the Top Influencers, @Ronald_vanLoon.\n\nWatch and Subscribe\u2026,""source"""	itknowingness	Ronald_vanLoon:																																																																																																																																																						
Sun Feb 18 19:44:19 +0000 2018	"RT @hworksdesign: Our newsletter #18 is out! Topics: #childrenfirst #consciousbusiness\u00a0#AI\u00a0#blockchain\u00a0#smartcities\u00a0#fow https:\/\/t.co\/LdGdL\u2026,""source"""	canayatalay	hworksdesign:																																																																																																																																																						
Sun Feb 18 19:44:20 +0000 2018	"RT @ValaAfshar: 13 technologies of next decade:\n\n1 #AI (ML\/DL\/NLP)\n2 #IoT\u231a\ufe0f\n3 #blockchain \u26d3\n4 3D printing \ud83d\udda8\n5 mobile\ud83d\udcf1\n6 autonomous cars \ud83d\ude97\n7\u2026,""source"""	MichealEmeche	ValaAfshar:																																																																																																																																																						
Sun Feb 18 19:44:21 +0000 2018	"RT @antgrasso: Disruption In different ages! @JacBurns_Comext @jblefevre60 #IoT #AI #Blockchain #Fintech #APIs #Bigdata #DataScience #AR #V\u2026,""source"""	EmilMalm4	antgrasso:																																																																																																																																																						
Sun Feb 18 19:44:22 +0000 2018	"Bitcoin Thieves Threaten Real Violence for Virtual Currencies https:\/\/t.co\/Fa8p3aH7kE #bitcoin #ICO #AI #IOT,""source"""	BitcoinIndian	#VALUE!																																																																																																																																																						
Sun Feb 18 19:44:23 +0000 2018	"RT @reinforcelabtwt: 7 Best Analytics &amp; Automation Courses Online For #Business \n\nhttps:\/\/t.co\/fLo6TNJis9 \n\n#AI #DataScientist #DataScience\u2026,""source"""	ileadgen	reinforcelabtwt:																																																																																																																																																						
Sun Feb 18 19:44:24 +0000 2018	"RT @wiomax: Key smart #IoT applications to transform #Transportation &amp; #SmartCities https:\/\/t.co\/6lrHQWyb8A\n\n#BigData #AI #UrbanMobility #V\u2026,""source"""	WIOMAX_PA	wiomax:																																																																																																																																																						
Sun Feb 18 19:44:24 +0000 2018	"scary - like it sits on the fence as to who has the power\/influence to sway it into their hands. Like one country's\u2026 https:\/\/t.co\/pGJ3kvfBks,""display_text_range"""	NoEliteNoEvil	#VALUE!																																																																																																																																																						
Sun Feb 18 19:44:33 +0000 2018	"RT @scottturneruon: The Rise of Machine Learning-as-a-Service https:\/\/t.co\/KxNfhr0iI9   \n#machinelearning #AI #big #data #MLaaS #Microsoft\u2026,""source"""	PennyCater	scottturneruon:																																																																																																																																																						
Sun Feb 18 19:44:33 +0000 2018	"RT @IainLJBrown: 3 Common Inaccuracies About NVIDIA's #Cryptocurrency and Artificial Intelligence Businesses https:\/\/t.co\/k8urrmQrVr https:\u2026,""source"""	SokoloffLouiza	IainLJBrown:																																																																																																																																																						
Sun Feb 18 19:44:34 +0000 2018	"RT @ELCavalos: [Free #Ebook - by @davpoole &amp; @AlanMackworth]\n#AI: Foundations of Computational Agents - 2nd Edition\nhttps:\/\/t.co\/BhAxB2w5sC\u2026,""source"""	ELCavalos	ELCavalos:																																																																																																																																																						
Sun Feb 18 19:44:34 +0000 2018	"RT @ExpoDX: How to Achieve Digital Transformation (DX) https:\/\/t.co\/C2ef1d2Ty1\n\n@Schmarzo #AI #BI #IoT #IIoT #SmartCities #BigData #DataLak\u2026,""source"""	NabilBouzerna	ExpoDX:																																																																																																																																																						
Sun Feb 18 19:44:34 +0000 2018	"RT @evankirstel: Ransomware Still Rising https:\/\/t.co\/NNQJQsZXyo #IoT #IIoT #AI #ML #DL #InternetOfThings #MachineLearning #DeepLearning #B\u2026,""source"""	JuergUnger	evankirstel:																																																																																																																																																						
Sun Feb 18 19:44:37 +0000 2018	"RT @evankirstel: How the Internet of Things Will Change Your Life in 2018 https:\/\/t.co\/GP5AwXC9ab #IoT #InternetOfThings #IIoT #IndustrialI\u2026,""source"""	deusex_mac	evankirstel:																																																																																																																																																						
Sun Feb 18 19:44:38 +0000 2018	"RT @Data_MSci: #RT @Analytics_Edge: [slides] Technical Strategy for IIoT | @ThingsExpo #IoT #IIoT #M2M #AI #DX https:\/\/t.co\/6E5GZdWSSk by #\u2026,""source"""	BeefEnt	Data_MSci:																																																																																																																																																						
Sun Feb 18 19:44:45 +0000 2018	"RT @AitheonOfficial: Andrew and Ryan photoed with @SebastianThrun, founder of Udacity and renowned for his contributions to the innovation\u2026,""source"""	Horinleonid	AitheonOfficial:																																																																																																																																																						
Sun Feb 18 19:44:46 +0000 2018	"#digr_io How to Achieve #DigitalTransformation?\n\n[ThingsExpo schmarzo DellEMC]\n\n#BigData #IoT #mobile #Analytics\u2026 https:\/\/t.co\/LeiBCVek60,""source"""	axelrod_eric	#VALUE!																																																																																																																																																						
Sun Feb 18 19:44:47 +0000 2018	"RT @Ronald_vanLoon: Create #3D Masterpieces in #VR using Blocks\nvia @jblefevre60 |\n\n#VirtualReality #AI #ArtificialIntelligence #IoT #Inter\u2026,""source"""	CollonvilleT	Ronald_vanLoon:																																																																																																																																																						
